source,target,value
3,321,4.499809670330265
5,321,14.914122846632385
6,321,13.997832114758229
8,321,0.6931471805599453
9,321,2.3978952727983707
11,321,6.214608098422191
12,321,0.4054651081081644
16,321,11.512925464970229
13,321,9.903487552536127
14,321,9.903487552536127
15,321,9.903487552536127
18,321,11.512925464970229
16,321,11.512925464970229
13,321,11.512925464970229
16,321,11.512925464970229
18,321,11.512925464970229
19,321,2.302585092994046
23,322,5.886104031450156
23,323,4.564348191467836
24,323,5.135798437050262
25,323,8.85366542803745
24,322,4.605170185988092
25,322,13.815510557964274
24,322,4.605170185988092
24,323,5.135798437050262
26,323,3.871201010907891
27,322,3.784189633918261
27,323,2.995732273553991
28,322,3.828641396489095
28,323,2.0794415416798357
29,324,2.3978952727983707
3,321,4.406719247264253
31,321,9.903487552536127
31,325,4.2626798770413155
31,324,3.7376696182833684
32,324,5.3471075307174685
33,324,12.254862809699606
34,324,9.680344001221918
35,323,6.327936783729195
24,323,6.866933284461882
36,323,5.780743515792329
35,322,7.200424892944957
24,322,5.19295685089021
36,322,8.527737405291909
37,322,3.4011973816621555
1,322,6.721425700790643
2,322,6.897704943128636
37,323,5.560681631015528
2,323,9.228180290104513
0,322,4.07753744390572
38,321,9.210340371976184
39,322,7.649692623711514
39,323,6.396929655216146
40,323,4.5217885770490405
40,322,9.210340371976184
24,322,5.991464547107982
24,322,4.605170185988092
48,323,7.9724660159745655
48,322,9.093806555720231
49,323,1.0986122886681098
56,323,1.0986122886681098
57,323,2.4849066497880004
25,323,7.090076835776092
47,323,5.991464547107982
58,323,12.429216196844383
59,323,12.429216196844383
61,323,3.871201010907891
61,322,8.1886891244442
22,322,7.3777589082278725
73,326,1.4350845252893227
122,321,8.006367567650246
124,326,1.0986122886681098
124,327,1.0986122886681098
124,328,1.0986122886681098
124,329,3.4965075614664802
64,326,8.648221453822641
73,326,4.59511985013459
64,329,6.754604099487962
73,329,18.80594314474301
19,321,2.3978952727983707
149,330,0.27763173659827955
149,330,4.276666119016055
149,331,0.5481214085096876
149,332,1.2296405510745139
149,333,0.5423242908253617
149,333,1.1085626195212777
149,334,1.9501867058225735
149,335,0.8458682675776092
149,336,0.5423242908253617
19,321,1.0986122886681098
103,321,2.5649493574615367
182,321,1.9315214116032138
188,321,2.5649493574615367
191,321,1.7047480922384253
195,321,4.817374117263916
196,321,0.5306282510621704
196,321,1.5040773967762742
29,322,2.302585092994046
29,323,9.210340371976184
116,338,4.51085950651685
116,339,4.394449154672439
116,340,4.110873864173311
188,321,3.8066624897703196
188,321,2.5649493574615367
21,321,11.432799420490943
16,321,9.717157974344635
141,321,9.065314599925925
20,321,3.4011973816621555
21,321,0.3364722366212129
21,321,1.0986122886681098
8,321,4.867534450455582
8,321,6.255750041753367
125,321,8.674777967977779
29,322,2.302585092994046
29,323,2.302585092994046
64,341,8.58110651715989
64,342,9.480367509189243
160,343,8.66561319653451
218,343,9.615805480084347
164,343,8.740336742730447
163,343,8.140315540159985
